
id,conversation_id,pet_id
512,333,77173
513,333,77174
514,334,77172
515,335,77171
516,336,77170
517,337,77169
518,338,77168
519,338,77167
520,339,77165
521,339,77166
522,340,77164
523,341,77163
524,342,77160
525,342,77161
526,342,77162
527,343,77157
528,344,77156
529,345,77155
530,346,77155
531,347,77153
532,347,77154
533,348,77152
534,349,77147
535,350,77145
536,350,77146
537,351,77144
538,352,77142
539,352,77143
540,353,77139
541,353,77140
542,354,77137
543,354,77138
544,355,77136
545,355,77135
546,356,77132
547,356,77133
548,356,77134
549,357,77129
550,357,77130
551,357,77131
552,358,77128
553,358,77126
554,358,77127
555,359,77123
556,359,77124
557,359,77125
558,360,77122
559,361,77121
560,362,77120
561,363,77119
562,364,77118
563,365,77115
564,365,77116
565,365,77117
566,366,77114
567,367,77112
568,367,77113
569,368,77110
570,368,77111
571,369,77109
572,370,77108
573,371,77107
574,372,77107
575,373,77105
576,373,77106
577,374,77102
578,375,77101
579,376,77100
580,377,77099
581,378,77094
582,378,77095
583,379,77093
584,380,77092
585,381,77090
586,381,77091
587,382,77089
588,383,77088
589,384,77088
590,385,77085
591,385,77086
592,385,77087
593,386,77084
594,387,77080
595,387,77081
596,388,77079
597,389,77078
598,390,77078
599,391,77076
600,391,77077
601,392,77074
602,392,77075
603,393,77072
604,393,77073
605,394,77070
606,394,77071
607,395,77070
608,395,77071
609,396,77070
610,396,77071
611,397,77068
612,398,77065
613,399,77064
614,399,77062
615,399,77063
616,400,77060
617,400,77061
618,401,77059
619,402,77056
620,402,77057
621,402,77058
622,403,77055
623,404,77054
624,405,77052
625,405,77053
626,406,77047
627,407,77045
628,407,77046
629,408,77044
630,409,77043
631,410,77041
632,410,77042
633,411,77040
634,412,77040
635,413,77039
636,414,77038
637,415,77037
638,416,77033
639,417,77032
640,417,77031
641,418,77029
642,418,77030
643,419,77026
644,420,77024
645,420,77025
646,421,77023
647,422,77020
648,423,77016
649,423,77017
650,423,77018
651,424,77015
652,425,77012
653,425,77013
654,425,77014
655,426,77010
656,426,77011
657,427,77008
658,428,77005
659,428,77006
660,429,77004
661,430,77001
662,430,77002
663,431,76998
664,431,76999
665,432,76997
666,433,76995
667,433,76996
668,434,76989
669,435,76988
670,436,76987
671,437,76987
672,438,76983
673,439,76979
674,439,76980
675,440,76979
676,440,76980
677,441,76979
678,441,76980
679,442,76974
680,442,76975
681,443,76973
682,444,76972
683,445,76971
684,446,76971
685,447,76968
686,448,76967
687,449,76966
688,450,76964
689,450,76965
690,451,76963
691,452,76961
692,452,76962
693,453,76959
694,454,76956
695,455,76955
696,456,76954
697,457,76953
698,458,76952
699,458,76951
700,459,76950
701,460,76948
702,460,76949
703,461,76948
704,461,76949
705,462,76947
706,463,76945
707,463,76946
708,464,76944
709,464,76943
710,465,76941
711,465,76942
712,466,76940
713,467,76938
714,467,76939
715,468,76937
716,469,76936
717,469,76934
718,469,76935
719,470,76933
720,471,76933
721,472,76928
722,472,76927
723,473,76926
724,474,76925
725,475,76920
726,475,76921
727,475,76919
728,476,76918
729,477,76917
730,478,76915
731,478,76916
732,479,76915
733,479,76916
734,480,76913
735,481,76912
736,482,76908
737,482,76909
738,483,76905
739,484,76904
740,484,76902
741,484,76903
742,485,76899
743,486,76897
744,486,76898
745,487,76896
746,487,76895
747,488,76894
748,489,76892
749,489,76893
750,490,76889
751,490,76890
752,490,76891
753,491,76888
754,492,76887
755,493,76886
756,494,76885
757,495,76884
758,496,76883
759,497,76881
760,498,76880
761,498,76879
762,499,76880
763,499,76879
764,500,76875
765,501,76874
766,502,76873
767,503,76872
768,504,76870
769,504,76871
770,505,76868
771,505,76869
772,506,76867
773,507,76865
774,507,76866
775,508,76864
776,509,76862
777,509,76863
778,510,76861
779,511,76858
780,511,76859
781,511,76860
782,512,76857
783,513,76855
784,514,76854
785,515,76850
786,515,76851
787,516,76849
788,517,76846
789,517,76847
790,518,76845
791,519,76842
792,519,76843
793,519,76844
794,520,76840
795,520,76839
796,521,76838
797,522,76838
798,523,76835
799,523,76836
800,523,76837
801,524,76834
802,525,76833
803,526,76832
804,527,76829
805,527,76830
806,527,76831
807,528,76824
808,529,76820
809,529,76821
810,530,76819
811,531,76818
812,532,76816
813,532,76817
814,533,76815
815,534,76814
816,535,76811
817,536,76809
818,536,76810
819,537,76808
820,537,76807
821,538,76806
822,539,76804
823,539,76805
824,540,76801
825,541,76800
826,541,76799
827,542,76796
828,543,76795
829,544,76794
830,545,76793
831,546,76792
832,546,76791
833,547,76789
834,547,76790
835,548,76788
836,549,76786
837,549,76787
838,550,76784
839,550,76785
840,550,76783
841,551,76780
842,551,76781
843,552,76779
844,553,76778
845,554,76776
846,554,76777
847,555,76775
848,556,76773
849,556,76774
850,557,76773
851,557,76774
852,558,76771
853,558,76772
854,559,76769
855,560,76768
856,561,76767
857,562,76766
858,563,76764
859,563,76765
860,564,76760
861,564,76761
862,564,76762
863,565,76756
864,565,76757
865,566,76755
866,567,76752
867,567,76753
868,567,76754
869,568,76750
870,568,76751
871,569,76748
872,569,76749
873,570,76747
874,571,76747
875,572,76745
876,572,76746
877,573,76744
878,573,76743
879,574,76744
880,574,76743
881,575,76737
882,575,76738
883,576,76736
884,577,76734
885,577,76735
886,578,76733
887,579,76732
888,580,76731
889,581,76730
890,582,76726
891,583,76724
892,583,76725
893,584,76724
894,584,76725
895,585,76723
896,586,76723
897,587,76722
898,588,76720
899,588,76721
900,589,76718
901,589,76719
902,590,76717
903,591,76716
904,592,76715
905,593,76714
906,594,76713
907,595,76712
908,595,76710
909,595,76711
910,596,76709
911,597,76709
912,598,76708
913,599,76706
914,599,76707
915,600,76704
916,600,76705
917,601,76703
918,602,76702
919,603,76702
920,604,76701
921,605,76700
922,606,76696
923,607,76695
924,608,76694
925,609,76693
926,610,76692
927,611,76689
928,612,76688
929,613,76687
930,614,76686
931,615,76684
932,616,76683
933,617,76681
934,618,76679
935,619,76676
936,619,76677
937,619,76678
938,620,76676
939,620,76677
940,620,76678
941,621,76675
942,622,76674
943,623,76673
944,624,76672
945,624,76671
946,625,76669
947,625,76670
948,626,76666
949,627,76664
950,627,76665
951,628,76663
952,629,76660
953,629,76661
954,629,76662
955,630,76656
956,630,76657
957,631,76654
958,631,76655
959,632,76653
960,633,76650
961,633,76651
962,633,76652
963,634,76649
964,635,76648
965,636,76647
966,637,76646
967,638,76644
968,638,76645
969,639,76642
970,639,76643
971,640,76640
972,640,76641
973,640,76639
974,641,76636
975,641,76637
976,642,76635
977,643,76633
978,643,76634
979,644,76632
980,645,76630
981,645,76631
982,646,76629
983,647,76628
984,648,76627
985,649,76626
986,650,76625
987,651,76624
988,652,76622
989,652,76623
990,653,76619
991,654,76618
992,655,76617
993,656,76615
994,657,76614
995,658,76611
996,659,76609
997,660,76608
998,661,76603
999,661,76604
1000,662,76602
1001,663,76600
1002,663,76601
1003,663,76599
1004,664,76596
1005,665,76594
1006,666,76591
1007,667,76589
1008,667,76590
1009,668,76589
1010,668,76590
1011,669,76588
1012,670,76585
1013,671,76585
1014,672,76584
1015,672,76583
1016,673,76582
1017,674,76581
1018,675,76579
1019,675,76580
1020,676,76577
1021,677,76573
1022,678,76572
1023,679,76571
1024,680,76568
1025,680,76569
1026,680,76570
1027,681,76568
1028,681,76569
1029,681,76570
1030,682,76566
1031,682,76567
1032,683,76566
1033,683,76567
1034,684,76563
1035,685,76561
1036,685,76562
1037,686,76560
1038,686,76559
1039,687,76556
1040,687,76557
1041,687,76558
1042,688,76554
1043,688,76555
1044,689,76554
1045,689,76555
1046,690,76553
1047,691,76552
1048,691,76550
1049,691,76551
1050,692,76548
1051,692,76549
1052,693,76547
1053,694,76545
1054,694,76546
1055,695,76541
1056,695,76542
1057,695,76543
1058,696,76539
1059,696,76540
1060,697,76538
1061,698,76538
1062,699,76536
1063,699,76537
1064,700,76534
1065,701,76529
1066,701,76530
1067,701,76531
1068,702,76528
1069,702,76527
1070,703,76526
1071,704,76525
1072,705,76524
1073,706,76523
1074,707,76521
1075,707,76522
1076,708,76517
1077,708,76518
1078,708,76519
1079,709,76514
1080,709,76515
1081,710,76513
1082,711,76512
1083,712,76510
1084,713,76509
1085,714,76509
1086,715,76507
1087,715,76508
1088,716,76505
1089,716,76506
1090,717,76501
1091,718,76499
1092,718,76500
1093,719,76497
1094,719,76498
1095,720,76496
1096,721,76495
1097,722,76493
1098,723,76492
1099,724,76491
1100,725,76488
1101,725,76489
1102,725,76490
1103,726,76486
1104,727,76483
1105,728,76483
1106,729,76482
1107,730,76481
1108,731,76480
1109,732,76478
1110,732,76479
1111,733,76475
1112,734,76469
1113,735,76466
1114,736,76465
1115,737,76464
1116,737,76463
1117,738,76464
1118,738,76463
1119,739,76460
1120,739,76461
1121,739,76462
1122,740,76457
1123,740,76458
1124,740,76459
1125,741,76456
1126,741,76454
1127,741,76455
1128,742,76452
1129,742,76453
1130,743,76449
1131,744,76448
1132,744,76447
1133,745,76446
1134,746,76444
1135,746,76445
1136,747,76443
1137,748,76442
1138,749,76440
1139,749,76441
1140,750,76439
1141,751,76439
1142,752,76436
1143,753,76434
1144,753,76435
1145,754,76432
1146,754,76433
1147,755,76432
1148,755,76433
1149,756,76429
1150,757,76428
1151,758,76427
1152,759,76425
1153,759,76426
1154,760,76424
1155,760,76423
1156,761,76422
1157,762,76420
1158,763,76419
1159,764,76418
1160,765,76416
1161,765,76417
1162,766,76414
1163,766,76415
1164,767,76414
1165,767,76415
1166,768,76414
1167,768,76415
1168,769,76411
1169,769,76412
1170,769,76413
1171,770,76410
1172,771,76410
1173,772,76409
1174,773,76407
1175,774,76404
1176,774,76405
1177,774,76406
1178,775,76402
1179,775,76403
1180,776,76401
1181,777,76400
1182,777,76398
1183,777,76399
1184,778,76397
1185,779,76396
1186,780,76394
1187,780,76395
1188,781,76392
1189,781,76393
1190,782,76390
1191,783,76390
1192,784,76389
1193,785,76387
1194,785,76388
1195,786,76384
1196,786,76385
1197,786,76386
1198,787,76381
1199,787,76382
1200,787,76383
1201,788,76380
1202,789,76376
1203,789,76375
1204,790,76376
1205,790,76375
1206,791,76373
1207,791,76374
1208,792,76371
1209,793,76369
1210,794,76368
1211,794,76367
1212,795,76364
1213,795,76365
1214,795,76366
1215,796,76362
1216,796,76363
1217,797,76360
1218,797,76361
1219,798,76358
1220,798,76359
1221,799,76357
1222,800,76356
1223,801,76355
1224,802,76354
1225,803,76353
1226,804,76347
1227,804,76348
1228,804,76349
1229,805,76346
1230,806,76346
1231,807,76344
1232,808,76343
1233,809,76342
1234,810,76341
1235,811,76339
1236,811,76340
1237,812,76338
1238,813,76337
1239,814,76336
1240,814,76335
1241,815,76334
1242,816,76332
1243,817,76330
1244,817,76331
1245,818,76329
1246,819,76324
1247,819,76325
1248,820,76313
1249,820,76314
1250,820,76315
1251,821,76312
1252,822,76311
1253,823,76307
1254,824,76305
1255,824,76306
1256,825,76304
1257,825,76303
1258,826,76302
1259,827,76301
1260,828,76299
1261,828,76300
1262,829,76296
1263,829,76297
1264,830,76293
1265,830,76294
1266,830,76295
1267,831,76291
1268,832,76288
1269,832,76289
1270,832,76290
1271,833,76287
1272,834,76285
1273,835,76285
1274,836,76282
1275,837,76280
1276,837,76281
1277,838,76279
1278,839,76279
1279,840,76276
1280,841,76274
1281,841,76275
1282,842,76272
1283,842,76273
1284,842,76271
1285,843,76266
1286,843,76267
1287,843,76268
1288,844,76264
1289,844,76265
1290,845,76262
1291,845,76263
1292,846,76261
1293,847,76259
1294,847,76260
1295,848,76258
1296,849,76257
1297,850,76254
1298,851,76253
1299,852,76248
1300,852,76249
1301,852,76250
1302,853,76247
1303,854,76246
1304,855,76245
1305,856,76242
1306,856,76243
1307,857,76241
1308,858,76240
1309,858,76239
1310,859,76232
1311,859,76233
1312,859,76234
1313,860,76229
1314,860,76230
1315,861,76228
1316,862,76226
1317,862,76227
1318,863,76225
1319,864,76224
1320,865,76221
1321,866,76220
1322,867,76218
1323,867,76219
1324,868,76217
1325,869,76216
1326,870,76215
1327,871,76214
1328,872,76214
1329,873,76213
1330,874,76211
1331,874,76212
1332,875,76211
1333,875,76212
1334,876,76208
1335,876,76209
1336,876,76210
1337,877,76206
1338,878,76205
1339,879,76205
1340,880,76204
1341,881,76202
1342,881,76203
1343,882,76202
1344,882,76203
1345,883,76200
1346,883,76201
1347,884,76198
1348,884,76199
1349,885,76197
1350,886,76195
1351,886,76196
1352,887,76194
1353,888,76194
1354,889,76193
1355,890,76192
1356,890,76191
1357,891,76190
1358,892,76189
1359,893,76188
1360,894,76184
1361,894,76183
1362,895,76181
1363,895,76182
1364,896,76180
1365,897,76178
1366,898,76177
1367,899,76176
1368,900,76175
1369,901,76174
1370,902,76168
1371,902,76167
1372,903,76164
1373,904,76162
1374,904,76163
1375,905,76161
1376,906,76160
1377,907,76158
1378,907,76159
1379,908,76156
1380,908,76157
1381,909,76155
1382,910,76154
1383,911,76153
1384,912,76152
1385,912,76151
1386,913,76150
1387,914,76148
1388,914,76149
1389,915,76144
1390,915,76143
1391,916,76140
1392,917,76136
1393,918,76135
1394,919,76134
1395,920,76133
1396,921,76132
1397,922,76125
1398,922,76126
1399,923,76124
1400,924,76123
1401,925,76123
1402,926,76117
1403,926,76118
1404,927,76116
1405,928,76114
1406,928,76115
1407,929,76112
1408,929,76111
1409,930,76110
1410,931,76108
1411,931,76109
1412,932,76107
1413,933,76105
1414,933,76106
1415,934,76104
1416,935,76103
1417,936,76102
1418,937,76099
1419,937,76100
1420,937,76101
1421,938,76096
1422,938,76097
1423,938,76095
1424,939,76094
1425,940,76093
1426,941,76090
1427,941,76091
1428,941,76092
1429,942,76088
1430,943,76087
1431,944,76086
1432,945,76086
1433,946,76085
1434,947,76084
1435,948,76082
1436,948,76083
1437,949,76080
1438,949,76081
1439,950,76079
1440,951,76078
1441,952,76077
1442,953,76075
1443,953,76076
1444,954,76074
1445,955,76072
1446,955,76073
1447,956,76071
1448,957,76069
1449,958,76068
1450,959,76066
1451,960,76065
1452,961,76064
1453,961,76062
1454,961,76063
1455,962,76059
1456,962,76060
1457,962,76061
1458,963,76058
1459,964,76056
1460,964,76057
1461,965,76055
1462,966,76054
1463,967,76053
1464,968,76052
1465,969,76052
1466,970,76051
1467,971,76050
1468,972,76049
1469,973,76048
1470,973,76047
1471,974,76042
1472,975,76041
1473,976,76040
1474,977,76039
1475,978,76037
1476,978,76038
1477,979,76035
1478,979,76036
1479,980,76029
1480,981,76028
1481,982,76026
1482,982,76027
1483,983,76022
1484,984,76020
1485,985,76016
1486,986,76015
1487,987,76014
1488,988,76011
1489,989,76010
1490,990,76008
1491,990,76009
1492,990,76007
1493,991,76006
1494,992,76003
1495,992,76004
1496,992,76005
1497,993,76002
1498,994,76000
1499,994,76001
1500,994,75999
1501,995,75998
1502,996,75996
1503,996,75997
1504,997,75993
1505,997,75994
1506,997,75995
1507,998,75990
1508,999,75989
1509,1000,75986
1510,1000,75987
1511,1000,75988
1512,1001,75985
1513,1002,75984
1514,1003,75980
1515,1004,75979
1516,1005,75977
1517,1006,75976
1518,1006,75975
1519,1007,75973
1520,1007,75974
1521,1008,75972
1522,1009,75968
1523,1009,75969
1524,1009,75967
1525,1010,75966
1526,1011,75965
1527,1012,75962
1528,1013,75960
1529,1013,75961
1530,1013,75959
1531,1014,75957
1532,1014,75958
1533,1015,75956
1534,1016,75951
1535,1017,75950
1536,1018,75948
1537,1018,75949
1538,1019,75947
1539,1020,75946
1540,1021,75945
1541,1022,75944
1542,1023,75942
1543,1023,75943
1544,1024,75940
1545,1024,75941
1546,1025,75939
1547,1026,75936
1548,1026,75934
1549,1026,75935
1550,1027,75932
1551,1027,75933
1552,1028,75931
1553,1029,75929
1554,1029,75930
1555,1030,75928
1556,1031,75928
1557,1032,75926
1558,1032,75927
1559,1033,75922
1560,1033,75923
1561,1034,75921
1562,1035,75920
1563,1035,75919
1564,1036,75917
1565,1036,75918
1566,1037,75916
1567,1038,75915
1568,1039,75914
1569,1040,75912
1570,1040,75913
1571,1040,75911
1572,1041,75910
1573,1042,75906
1574,1042,75907
1575,1043,75905
1576,1044,75904
1577,1045,75903
1578,1046,75903
1579,1047,75902
1580,1048,75901
1581,1049,75898
1582,1049,75899
1583,1050,75896
1584,1051,75895
1585,1052,75894
1586,1053,75893
1587,1054,75892
1588,1055,75890
1589,1055,75891
1590,1056,75889
1591,1057,75888
1592,1057,75887
1593,1058,75885
1594,1059,75884
1595,1060,75881
1596,1060,75882
1597,1060,75883
1598,1061,75880
1599,1062,75877
1600,1062,75878
1601,1062,75879
1602,1063,75875
1603,1063,75876
1604,1064,75874
1605,1065,75869
1606,1065,75870
1607,1065,75871
1608,1066,75867
1609,1066,75868
1610,1067,75865
1611,1067,75866
1612,1068,75864
1613,1068,75863
1614,1069,75860
1615,1069,75861
1616,1070,75859
1617,1071,75859
1618,1072,75857
1619,1072,75858
1620,1073,75856
1621,1074,75853
1622,1074,75854
1623,1074,75855
1624,1075,75853
1625,1075,75854
1626,1075,75855
1627,1076,75851
1628,1077,75850
1629,1078,75848
1630,1079,75847
1631,1080,75845
1632,1080,75846
1633,1081,75842
1634,1081,75843
1635,1081,75844
1636,1082,75840
1637,1082,75841
1638,1082,75839
1639,1083,75837
1640,1083,75838
1641,1084,75834
1642,1085,75832
1643,1085,75833
1644,1086,75830
1645,1087,75829
1646,1088,75828
1647,1089,75827
1648,1090,75827
1649,1091,75826
1650,1092,75825
1651,1093,75824
1652,1094,75823
1653,1095,75823
1654,1096,75822
1655,1097,75821
1656,1098,75819
1657,1098,75820
1658,1099,75818
1659,1100,75815
1660,1101,75814
1661,1102,75814
1662,1103,75811
1663,1104,75810
1664,1105,75809
1665,1106,75808
1666,1106,75807
1667,1107,75806
1668,1108,75805
1669,1109,75804
1670,1110,75803
1671,1111,75801
1672,1111,75802
1673,1112,75800
1674,1113,75798
1675,1113,75799
1676,1114,75797
1677,1115,75796
1678,1116,75795
1679,1117,75793
1680,1117,75794
1681,1118,75792
1682,1118,75791
1683,1119,75790
1684,1120,75786
1685,1120,75787
1686,1121,75786
1687,1121,75787
1688,1122,75784
1689,1122,75785
1690,1123,75782
1691,1123,75783
1692,1124,75778
1693,1124,75779
1694,1125,75777
1695,1126,75776
1696,1127,75774
1697,1127,75775
1698,1128,75773
1699,1129,75772
1700,1130,75770
1701,1130,75771
1702,1131,75768
1703,1131,75769
1704,1132,75766
1705,1132,75767
1706,1133,75765
1707,1134,75764
1708,1135,75762
1709,1135,75763
1710,1136,75758
1711,1136,75759
1712,1137,75756
1713,1137,75757
1714,1138,75755
1715,1139,75754
1716,1140,75752
1717,1140,75753
1718,1141,75751
1719,1142,75750
1720,1143,75750
1721,1144,75749
1722,1145,75746
1723,1146,75745
1724,1147,75744
1725,1147,75743
1726,1148,75742
1727,1149,75740
1728,1149,75741
1729,1150,75734
1730,1150,75735
1731,1151,75733
1732,1152,75729
1733,1152,75730
1734,1152,75731
1735,1153,75728
1736,1154,75727
1737,1155,75726
1738,1156,75725
1739,1157,75721
1740,1157,75722
1741,1158,75720
1742,1159,75717
1743,1159,75718
1744,1159,75719
1745,1160,75716
1746,1161,75714
1747,1161,75715
1748,1162,75712
1749,1162,75713
1750,1163,75710
1751,1163,75711
1752,1164,75710
1753,1164,75711
1754,1165,75707
1755,1165,75708
1756,1165,75709
1757,1166,75704
1758,1166,75705
1759,1166,75706
1760,1167,75703
1761,1168,75700
1762,1169,75698
1763,1169,75699
1764,1170,75697
1765,1171,75696
1766,1172,75693
1767,1173,75691
1768,1173,75692
1769,1174,75689
1770,1174,75690
1771,1175,75686
1772,1176,75685
1773,1177,75684
1774,1178,75681
1775,1178,75682
1776,1178,75683
1777,1179,75678
1778,1179,75679
1779,1180,75677
1780,1181,75674
1781,1181,75675
1782,1181,75676
1783,1182,75673
1784,1183,75673
1785,1184,75672
1786,1185,75672
1787,1186,75671
1788,1187,75669
1789,1187,75670
1790,1188,75668
1791,1189,75664
1792,1190,75663
1793,1191,75663
1794,1192,75661
1795,1192,75662
1796,1193,75660
1797,1194,75659
1798,1195,75657
1799,1195,75658
1800,1196,75656
1801,1197,75654
1802,1197,75655
1803,1198,75653
1804,1199,75651
1805,1199,75652
1806,1200,75648
1807,1201,75647
1808,1202,75645
1809,1203,75643
1810,1203,75644
1811,1204,75641
1812,1205,75640
1813,1206,75635
1814,1207,75631
1815,1208,75630
1816,1209,75629
1817,1210,75628
1818,1211,75627
1819,1212,75626
1820,1213,75626
1821,1214,75625
1822,1215,75624
1823,1216,75623
1824,1217,75622
1825,1218,75620
1826,1219,75617
1827,1219,75618
1828,1220,75616
1829,1221,75615
1830,1222,75614
1831,1223,75614
